cue,target,strength
CHINA,DOLL,0.115
CHINA,COUNTRY,0.074
CHINA,JAPAN,0.054
CHINA,BREAK,0.047
CHINA,PORCELAIN,0.027
CHINA,ASIA,0.02
CHINA,CUP,0.02
CHINA,FOOD,0.02
CHINA,FRAGILE,0.02
CHINA,ORIENTAL,0.02
CHINA,SILVERWARE,0.02
CHINA,CHINESE,0.014
CHINA,EXPENSIVE,0.014
CHINA,GIRL,0.014
CHINA,RED,0.014
CHINA,TOWN,0.014
CHINESE,FOOD,0.446
CHINESE,JAPANESE,0.11
CHINESE,EYES,0.041
CHINESE,ORIENTAL,0.041
CHINESE,CHECKERS,0.028
CHINESE,EGG ROLL,0.028
CHINESE,RICE,0.028
CHINESE,CHINA,0.021
CHINESE,ORIENT,0.021
CHINESE,ASIA,0.014
CHINESE,FOREIGN,0.014
CHINESE,FRENCH,0.014
CHINESE,NOODLES,0.014
CHINESE,PERSON,0.014
CHINESE,RESTAURANT,0.014
CHIP,POTATO,0.188
CHIP,CHOCOLATE,0.139
CHIP,DIP,0.09
CHIP,BREAK,0.069
CHIP,WOOD,0.062
CHIP,SHOULDER,0.049
CHIP,COOKIE,0.042
CHIP,BLOCK,0.021
CHIP,FOOD,0.021
CHIP,MICRO,0.021
CHIP,POKER,0.021
CHIP,BARK,0.014
CHIP,COMPUTER,0.014
CHIP,EAT,0.014
CHIP,TOOTH,0.014
CHIPMUNK,SQUIRREL,0.22
CHIPMUNK,ALVIN,0.2
CHIPMUNK,ANIMAL,0.113
CHIPMUNK,CHIP AND DALE,0.06
CHIPMUNK,CUTE,0.06
CHIPMUNK,TREE,0.027
CHIPMUNK,MONKEY,0.02
CHIPMUNK,RAT,0.02
CHIPMUNK,BROWN,0.013
CHIPMUNK,CHEEKS,0.013
CHIPMUNK,DISNEY,0.013
CHIPMUNK,FURRY,0.013
CHIPMUNK,NUTS,0.013
CHIPMUNK,SMALL,0.013
CHIPMUNK,TEETH,0.013
CHIPS,DIP,0.233
CHIPS,POTATO,0.219
CHIPS,FOOD,0.075
CHIPS,AHOY,0.055
CHIPS,SNACK,0.041
CHIPS,DORITOS,0.027
CHIPS,EAT,0.027
CHIPS,PRETZELS,0.027
CHIPS,POKER,0.021
CHIPS,SALT,0.021
CHIPS,TELEVISION,0.021
CHIPS,BAG,0.014
CHIPS,CHOCOLATE,0.014
CHIPS,COOKIE,0.014
CHIPS,FATTENING,0.014
CHIPS,LAY,0.014
CHIPS,PIECES,0.014
CHIPS,POLICE,0.014
CHIPS,SALSA,0.014
CHIPS,SODA,0.014
CHIRP,BIRD,0.784
CHIRP,BEEPER,0.014
CHIRP,CHIP,0.014
CHIRP,NOISE,0.014
CHIRP,SING,0.014
CHIRP,TWEET,0.014
CHISEL,HAMMER,0.328
CHISEL,CHIP,0.071
CHISEL,SCULPTURE,0.051
CHISEL,TOOL,0.051
CHISEL,CUT,0.036
CHISEL,STONE,0.036
CHISEL,WOOD,0.036
CHISEL,KNIFE,0.026
CHISEL,CARVE,0.02
CHISEL,ROCK,0.02
CHISEL,AX,0.015
CHISEL,BREAK,0.015
CHISEL,CHOP,0.015
CHISEL,SCULPT,0.015
CHISEL,ARTIST,0.01
CHISEL,BLOCK,0.01
CHISEL,CREATE,0.01
CHISEL,FORK,0.01
CHISEL,MARBLE,0.01
CHISEL,NAIL,0.01
CHISEL,PICK,0.01
CHISEL,SAW,0.01
CHISEL,SHARP,0.01
CHISEL,STICK,0.01
CHISEL,WORK,0.01
CHLORINE,POOL,0.664
CHLORINE,BLEACH,0.158
CHLORINE,WATER,0.039
CHLORINE,ACID,0.013
CHLORINE,CHEMICAL,0.013
CHLORINE,FLUORIDE,0.013
CHLORINE,GAS,0.013
CHOCOLATE,CANDY,0.196
CHOCOLATE,VANILLA,0.115
CHOCOLATE,BAR,0.101
CHOCOLATE,SWEET,0.101
CHOCOLATE,CAKE,0.061
CHOCOLATE,MILK,0.054
CHOCOLATE,FAT,0.041
CHOCOLATE,GOOD,0.02
CHOCOLATE,ICE CREAM,0.02
CHOCOLATE,MOUSSE,0.02
CHOCOLATE,TASTE,0.02
CHOCOLATE,YUMMY,0.02
CHOCOLATE,BROWN,0.014
CHOCOLATE,CHIP,0.014
CHOCOLATE,FUDGE,0.014
CHOCOLATE,PIMPLE,0.014
CHOCOLATE,RICH,0.014
CHOICE,DECISION,0.305
CHOICE,PICK,0.108
CHOICE,FREEDOM,0.077
CHOICE,CHOOSE,0.072
CHOICE,SELECTION,0.041
CHOICE,OPINION,0.036
CHOICE,OPTION,0.031
CHOICE,ALTERNATIVE,0.025
CHOICE,MEAT,0.021
CHOICE,FIRST,0.015
CHOICE,MAKE,0.01
CHOICE,NONE,0.01
CHOICE,OPPORTUNITY,0.01
CHOICE,VARIETY,0.01
CHOIR,SING,0.413
CHOIR,CHURCH,0.127
CHOIR,CHORUS,0.119
CHOIR,SONG,0.071
CHOIR,BOY,0.063
CHOIR,VOICE,0.032
CHOIR,GROUP,0.024
CHOIR,MUSIC,0.024
CHOIR,GOSPEL,0.016
CHOIR,SINGER,0.016
CHOKE,COUGH,0.203
CHOKE,GAG,0.128
CHOKE,STRANGLE,0.128
CHOKE,FOOD,0.095
CHOKE,THROAT,0.061
CHOKE,DIE,0.047
CHOKE,KILL,0.041
CHOKE,CAR,0.027
CHOKE,DEATH,0.027
CHOKE,NECK,0.027
CHOKE,THROTTLE,0.02
CHOKE,BREATHE,0.014
CHOKE,GASP,0.014
CHOKE,HEIMLICH,0.014
CHOKE,SMOKE,0.014
CHOKE,SWALLOW,0.014
CHOOSE,PICK,0.439
CHOOSE,CHOICE,0.089
CHOOSE,SELECT,0.072
CHOOSE,DECIDE,0.067
CHOOSE,DECISION,0.033
CHOOSE,TAKE,0.028
CHOOSE,BETWEEN,0.022
CHOOSE,CHOSE,0.022
CHOOSE,BEST,0.017
CHOOSE,ONE,0.017
CHOOSE,ALTERNATIVE,0.011
CHOOSE,FREEDOM,0.011
CHOOSE,TEAM,0.011
CHOOSE,WANT,0.011
CHOP,CUT,0.388
CHOP,PORK,0.082
CHOP,WOOD,0.068
CHOP,MEAT,0.061
CHOP,DICE,0.054
CHOP,SUEY,0.048
CHOP,MINCE,0.041
CHOP,AX,0.027
CHOP,KNIFE,0.02
CHOP,GRIND,0.014
CHOP,HEW,0.014
CHOP,KARATE,0.014
CHOP,LAMB,0.014
CHOP,SLICE,0.014
CHOP,UP,0.014
CHORE,WORK,0.408
CHORE,JOB,0.12
CHORE,TASK,0.038
CHORE,HOUSE,0.027
CHORE,MOW,0.027
CHORE,DO,0.022
CHORE,BORING,0.016
CHORE,DUTY,0.016
CHORE,GARBAGE,0.016
CHORE,HARD,0.016
CHORE,PAIN,0.016
CHORE,BOY,0.011
CHORE,CLOTHES,0.011
CHORE,HATE,0.011
CHORE,HOBBY,0.011
CHORE,HOUSEWORK,0.011
CHORE,SING,0.011
CHORUS,SING,0.421
CHORUS,CHOIR,0.103
CHORUS,SONG,0.079
CHORUS,LINE,0.071
CHORUS,MUSIC,0.063
CHORUS,SINGER,0.048
CHORUS,CHURCH,0.032
CHORUS,REFRAIN,0.016
CHORUS,TOGETHER,0.016
CHORUS,VERSE,0.016
CHOWDER,CLAM,0.755
CHOWDER,SOUP,0.129
CHOWDER,PUPPY,0.014
CHOWDER,STEW,0.014
CHRIST,JESUS,0.364
CHRIST,GOD,0.219
CHRIST,CHURCH,0.079
CHRIST,LORD,0.06
CHRIST,RELIGION,0.046
CHRIST,SAVIOR,0.046
CHRIST,CROSS,0.033
CHRIST,BIBLE,0.02
CHRIST,CHRISTIAN,0.013
CHRIST,FAITH,0.013
CHRIST,SON,0.013
CHRISTIAN,RELIGION,0.192
CHRISTIAN,CHURCH,0.131
CHRISTIAN,CATHOLIC,0.1
CHRISTIAN,GOD,0.085
CHRISTIAN,RELIGIOUS,0.062
CHRISTIAN,JEWISH,0.038
CHRISTIAN,CHRIST,0.031
CHRISTIAN,JESUS,0.031
CHRISTIAN,CROSS,0.023
CHRISTIAN,BIBLE,0.015
CHRISTIAN,FAITH,0.015
CHRISTIAN,GOOD,0.015
CHRISTIAN,SAINT,0.015
CHRISTMAS,TREE,0.337
CHRISTMAS,HOLIDAY,0.126
CHRISTMAS,GIFT,0.084
CHRISTMAS,NEW YEAR,0.042
CHRISTMAS,PRESENT,0.042
CHRISTMAS,BIRTH,0.021
CHRISTMAS,DAY,0.021
CHRISTMAS,EVE,0.021
CHRISTMAS,JOY,0.021
CHRISTMAS,SANTA,0.021
CHRISTMAS,SNOW,0.021
CHRISTMAS,VACATION,0.021
CHRISTMAS,WHITE,0.021
CHROMOSOMES,GENES,0.184
CHROMOSOMES,DNA,0.178
CHROMOSOMES,XY,0.099
CHROMOSOMES,BIOLOGY,0.072
CHROMOSOMES,BODY,0.066
CHROMOSOMES,SEX,0.046
CHROMOSOMES,SCIENCE,0.039
CHROMOSOMES,GENETICS,0.033
CHROMOSOMES,CHEMISTRY,0.026
CHROMOSOMES,CELL,0.02
CHROMOSOMES,ATOM,0.013
CHROMOSOMES,BABY,0.013
CHROMOSOMES,ENZYMES,0.013
CHROMOSOMES,HUMAN,0.013
CHROMOSOMES,PEOPLE,0.013
CHROMOSOMES,RIBOSOMES,0.013
CHUCK,THROW,0.318
CHUCK,STEAK,0.061
CHUCK,WAGON,0.061
CHUCK,WOOD,0.041
CHUCK,BEEF,0.034
CHUCK,DRILL,0.027
CHUCK,LAUGH,0.027
CHUCK,CHARLES,0.02
CHUCK,MEAT,0.02
CHUCK,NAME,0.02
CHUCK,ROAST,0.02
CHUCK,TOSS,0.02
CHUCK,UP,0.02
CHUCK,AWAY,0.014
CHUCK,BOY,0.014
CHUCK,GROUND,0.014
CHUCK,HAMBURGER,0.014
CHUCK,MAN,0.014
CHUCK,SICK,0.014
CHUCK,WOOLERY,0.014
CHUNK,PIECE,0.304
CHUNK,CHOCOLATE,0.135
CHUNK,BLOCK,0.054
CHUNK,FAT,0.047
CHUNK,CANDY,0.034
CHUNK,HUNK,0.034
CHUNK,BIG,0.027
CHUNK,ROCK,0.027
CHUNK,CHEESE,0.02
CHUNK,COOKIE,0.02
CHUNK,MASS,0.02
CHUNK,MEAT,0.02
CHUNK,PART,0.02
CHUNK,FOOD,0.014
CHUNK,HUGE,0.014
CHUNK,ICE CREAM,0.014
CHUNK,LARGE,0.014
CHUNK,PINEAPPLE,0.014
CHUNK,SLICE,0.014
CHURCH,GOD,0.315
CHURCH,RELIGION,0.134
CHURCH,SUNDAY,0.079
CHURCH,STEEPLE,0.047
CHURCH,BELL,0.031
CHURCH,PREACHER,0.031
CHURCH,TEMPLE,0.031
CHURCH,PEW,0.024
CHURCH,PRAY,0.024
CHURCH,CATHEDRAL,0.016
CHURCH,CATHOLIC,0.016
CHURCH,CROSS,0.016
CHURCH,JESUS,0.016
CHURCH,RELIGIOUS,0.016
CHURCH,SERVICE,0.016
CIGAR,SMOKE,0.507
CIGAR,CIGARETTE,0.216
CIGAR,SMELL,0.081
CIGAR,STINK,0.041
CIGAR,TOBACCO,0.02
CIGAR,BOX,0.014
CIGAR,PIPE,0.014
CIGARETTE,SMOKE,0.449
CIGARETTE,LIGHTER,0.095
CIGARETTE,CANCER,0.088
CIGARETTE,CIGAR,0.082
CIGARETTE,BUTT,0.041
CIGARETTE,ASH,0.02
CIGARETTE,LUNG,0.02
CIGARETTE,PIPE,0.02
CIGARETTE,BAD,0.014
CIGARETTE,LIGHT,0.014
CIGARETTE,TOBACCO,0.014
CINEMA,MOVIE,0.793
CINEMA,THEATER,0.053
CINEMA,FILM,0.033
CINEMA,FUN,0.013
CINNAMON,TOAST,0.218
CINNAMON,SPICE,0.205
CINNAMON,SUGAR,0.115
CINNAMON,STICK,0.083
CINNAMON,ROLL,0.051
CINNAMON,CANDY,0.032
CINNAMON,BREAD,0.026
CINNAMON,BUN,0.026
CINNAMON,HOT,0.026
CINNAMON,APPLE,0.019
CINNAMON,FLAVOR,0.013
CINNAMON,NUTMEG,0.013
CIRCLE,SQUARE,0.635
CIRCLE,ROUND,0.199
CIRCLE,HOLE,0.019
CIRCLE,LINE,0.013
CIRCLE,OVAL,0.013
CIRCUMSTANCE,SITUATION,0.23
CIRCUMSTANCE,CONDITION,0.039
CIRCUMSTANCE,EVIDENCE,0.039
CIRCUMSTANCE,PROBLEM,0.039
CIRCUMSTANCE,BAD,0.033
CIRCUMSTANCE,CHANGE,0.033
CIRCUMSTANCE,HAPPENING,0.033
CIRCUMSTANCE,EVENTS,0.026
CIRCUMSTANCE,DECISION,0.02
CIRCUMSTANCE,INSTANCE,0.02
CIRCUMSTANCE,OCCURRENCE,0.02
CIRCUMSTANCE,POSITION,0.02
CIRCUMSTANCE,CIRCLE,0.013
CIRCUMSTANCE,CIRCUMCISE,0.013
CIRCUMSTANCE,CONSEQUENCE,0.013
CIRCUMSTANCE,FATE,0.013
CIRCUMSTANCE,OPPORTUNITY,0.013
CIRCUMSTANCE,POMP,0.013
CIRCUMSTANCE,REASON,0.013
CIRCUMSTANCE,SURROUNDINGS,0.013
CIRCUMSTANCE,UNDER,0.013
CIRCUS,CLOWN,0.594
CIRCUS,ANIMAL,0.056
CIRCUS,CARNIVAL,0.044
CIRCUS,FUN,0.044
CIRCUS,ELEPHANT,0.028
CIRCUS,TENT,0.028
CIRCUS,WORLD,0.022
CIRCUS,FAIR,0.017
CIRCUS,LION,0.011
CIRCUS,PARADE,0.011
CIRCUS,RING,0.011
CIRCUS,SHOW,0.011
CIRCUS,WHEEL,0.011
CITIZEN,PERSON,0.191
CITIZEN,UNITED STATES,0.191
CITIZEN,AMERICAN,0.086
CITIZEN,ALIEN,0.079
CITIZEN,KANE,0.079
CITIZEN,COUNTRY,0.059
CITIZEN,CITY,0.033
CITIZEN,MEMBER,0.033
CITIZEN,SENIOR,0.026
CITIZEN,BELONG,0.02
CITIZEN,PATRIOT,0.02
CITIZEN,IMMIGRANT,0.013
CITIZEN,OLD,0.013
CITIZEN,VOTE,0.013
CITRUS,ORANGE,0.432
CITRUS,FRUIT,0.426
CITRUS,TREE,0.027
CITRUS,JUICE,0.02
CITRUS,LEMON,0.02
CITY,TOWN,0.307
CITY,STATE,0.132
CITY,TAMPA,0.086
CITY,NEW YORK,0.066
CITY,LIGHT,0.046
CITY,STREET,0.046
CITY,BUILDING,0.036
CITY,BIG,0.025
CITY,COUNTRY,0.02
CITY,LARGE,0.015
CITY,LOS ANGELES,0.015
CITY,METROPOLIS,0.015
CITY,PEOPLE,0.015
CITY,COUNTY,0.01
CITY,CROWD,0.01
CITY,HEAT,0.01
CITY,MIAMI,0.01
CITY,SUBURB,0.01
CLAIM,INSURANCE,0.118
CLAIM,CHECK,0.078
CLAIM,TAKE,0.059
CLAIM,MINE,0.046
CLAIM,STAKE,0.046
CLAIM,OWN,0.033
CLAIM,SAY,0.033
CLAIM,STATE,0.033
CLAIM,BAGGAGE,0.026
CLAIM,MONEY,0.026
CLAIM,TICKET,0.026
CLAIM,COURT,0.02
CLAIM,GOLD,0.02
CLAIM,LAND,0.02
CLAIM,SUE,0.02
CLAIM,DECLARE,0.013
CLAIM,FILE,0.013
CLAIM,LAWYER,0.013
CLAIM,LIE,0.013
CLAIM,QUIT,0.013
CLAIM,RIGHTS,0.013
CLAIM,WANT,0.013
CLAIMS,INSURANCE,0.205
CLAIMS,COURT,0.041
CLAIMS,OWN,0.041
CLAIMS,SAYS,0.041
CLAIMS,LAW,0.034
CLAIMS,BAGGAGE,0.027
CLAIMS,MONEY,0.027
CLAIMS,COMPLAINTS,0.021
CLAIMS,DEPARTMENT,0.021
CLAIMS,MINE,0.021
CLAIMS,ACCIDENTS,0.014
CLAIMS,ADJUSTER,0.014
CLAIMS,BELONGINGS,0.014
CLAIMS,DEEDS,0.014
CLAIMS,FALSE,0.014
CLAIMS,INSIST,0.014
CLAIMS,LAWYER,0.014
CLAIMS,LIES,0.014
CLAIMS,OFFER,0.014
CLAIMS,OFFICE,0.014
CLAIMS,PROBLEM,0.014
CLAIMS,SUE,0.014
CLAIMS,SUIT,0.014
CLAIMS,TAKE,0.014
CLAIMS,TAXES,0.014
CLAIMS,WANTS,0.014
CLAM,OYSTER,0.285
CLAM,SHELL,0.09
CLAM,SEAFOOD,0.062
CLAM,CHOWDER,0.042
CLAM,BAKE,0.035
CLAM,FISH,0.028
CLAM,SEA,0.028
CLAM,SLIME,0.028
CLAM,EXCITED,0.021
CLAM,PEARL,0.021
CLAM,QUIET,0.021
CLAM,CRAB,0.014
CLAM,DIG,0.014
CLAM,DIGGER,0.014
CLAM,FOOD,0.014
CLAM,MUSSEL,0.014
CLAM,PEACE,0.014
CLAM,UP,0.014
CLAM,WATER,0.014
CLAMP,HOLD,0.124
CLAMP,TIGHT,0.111
CLAMP,CAR,0.059
CLAMP,CLOSE,0.046
CLAMP,VICE,0.046
CLAMP,DOWN,0.039
CLAMP,GRIP,0.026
CLAMP,TOOL,0.026
CLAMP,METAL,0.02
CLAMP,SNAP,0.02
CLAMP,TIRE,0.02
CLAMP,TOW,0.02
CLAMP,C-CLAMP,0.013
CLAMP,CLIP,0.013
CLAMP,FASTEN,0.013
CLAMP,GRAB,0.013
CLAMP,HARD,0.013
CLAMP,HURT,0.013
CLAMP,SHUT,0.013
CLAMP,SQUEEZE,0.013
CLAMP,TRAP,0.013
CLARIFY,CLEAR,0.544
CLARIFY,EXPLAIN,0.054
CLARIFY,UNDERSTAND,0.047
CLARIFY,DICTIONARY,0.02
CLARIFY,CHECK,0.013
CLARIFY,HELP,0.013
CLARIFY,REPEAT,0.013
CLARIFY,STATE,0.013
CLARIFY,TEACHER,0.013
CLARINET,FLUTE,0.213
CLARINET,MUSIC,0.202
CLARINET,INSTRUMENT,0.117
CLARINET,TRUMPET,0.096
CLARINET,HORN,0.053
CLARINET,BAND,0.043
CLARINET,OBOE,0.043
CLARINET,BLOW,0.032
CLARINET,PLAY,0.021
CLASS,SCHOOL,0.203
CLASS,STUDENT,0.081
CLASS,TEACHER,0.061
CLASS,ACT,0.047
CLASS,ROOM,0.047
CLASS,WORK,0.047
CLASS,LEARN,0.041
CLASS,STUDY,0.034
CLASS,PEOPLE,0.027
CLASS,TIME,0.027
CLASS,BIG,0.02
CLASS,BORING,0.02
CLASS,COLLEGE,0.02
CLASS,RING,0.02
CLASS,STYLE,0.02
CLASS,BOOK,0.014
CLASS,GRADE,0.014
CLASS,LARGE,0.014
CLASS,LECTURE,0.014
CLASS,PSYCHOLOGY,0.014
CLASS,RANK,0.014
CLASS,SCHEDULE,0.014
CLASS,SMALL,0.014
CLAW,CAT,0.177
CLAW,CRAB,0.143
CLAW,BEAR,0.122
CLAW,SCRATCH,0.068
CLAW,NAIL,0.061
CLAW,ANIMAL,0.048
CLAW,HAND,0.041
CLAW,LOBSTER,0.041
CLAW,PAW,0.041
CLAW,FOOT,0.034
CLAW,TALON,0.034
CLAW,BIRD,0.027
CLAW,SHARP,0.02
CLAW,TIGER,0.02
CLAW,DOG,0.014
CLAY,MOLD,0.2
CLAY,POT,0.077
CLAY,MAD,0.069
CLAY,SCULPTURE,0.062
CLAY,PLAY DOUGH,0.054
CLAY,ART,0.038
CLAY,DIRT,0.038
CLAY,BASEBALL,0.023
CLAY,CERAMIC,0.023
CLAY,PUTTY,0.023
CLAY,RED,0.023
CLAY,TENNIS,0.023
CLAY,VASE,0.023
CLAY,WET,0.023
CLAY,BROWN,0.015
CLAY,COLD,0.015
CLAY,EARTH,0.015
CLAY,FIGURE,0.015
CLAY,GEORGIA,0.015
CLAY,ORANGE,0.015
CLAY,ROCK,0.015
CLAY,RUBBER,0.015
CLAY,SAND,0.015
CLAY,SCULPT,0.015
CLEAN,DIRTY,0.527
CLEAN,MESSY,0.061
CLEAN,NEAT,0.061
CLEAN,ROOM,0.041
CLEAN,SPOTLESS,0.041
CLEAN,HOUSE,0.027
CLEAN,TIDY,0.027
CLEAN,DIRT,0.02
CLEAN,IMMACULATE,0.014
CLEAN,MOP,0.014
CLEAN,NICE,0.014
CLEAN,UP,0.014
CLEAN,WHITE,0.014
CLEANER,MAID,0.061
CLEANER,DRY,0.047
CLEANER,DETERGENT,0.041
CLEANER,DISINFECTANT,0.041
CLEANER,SOAP,0.041
CLEANER,VACUUM,0.041
CLEANER,WINDEX,0.034
CLEANER,CLEAN,0.027
CLEANER,COMET,0.027
CLEANER,WINDOW,0.027
CLEANER,CARPET,0.02
CLEANER,CLOTHES,0.02
CLEANER,DIRT,0.02
CLEANER,FLUID,0.02
CLEANER,MR. CLEAN,0.02
CLEANER,TIDY,0.02
CLEANER,409,0.014
CLEANER,AMONIA,0.014
CLEANER,BLEACH,0.014
CLEANER,CLEANSER,0.014
CLEANER,LAUNDRY,0.014
CLEANER,LIQUID,0.014
CLEANER,RUG,0.014
CLEANER,SCRUB,0.014
CLEANER,SPRAY,0.014
CLEANER,STEAMER,0.014
CLEANER,TOILET,0.014
CLEANING,DIRTY,0.107
CLEANING,HOUSE,0.107
CLEANING,LADY,0.033
CLEANING,MAID,0.033
CLEANING,CLEAN,0.027
CLEANING,NEAT,0.027
CLEANING,WORK,0.027
CLEANING,DIRT,0.02
CLEANING,DUST,0.02
CLEANING,DUSTING,0.02
CLEANING,MESS,0.02
CLEANING,ROOM,0.02
CLEANING,AGENT,0.013
CLEANING,BAKING,0.013
CLEANING,BATHROOM,0.013
CLEANING,BILL,0.013
CLEANING,BORING,0.013
CLEANING,CHORE,0.013
CLEANING,DISHES,0.013
CLEANING,FLUID,0.013
CLEANING,LAUNDRY,0.013
CLEANING,SOAP,0.013
CLEANING,SOLUTION,0.013
CLEANING,SPONGE,0.013
CLEANING,SPOTLESS,0.013
CLEANING,VACUUM,0.013
CLEANING,WASH,0.013
CLEANING,WOMAN,0.013
CLEAR,WATER,0.114
CLEAR,FOGGY,0.093
CLEAR,CLOUDY,0.079
CLEAR,TRANSPARENT,0.05
CLEAR,CRYSTAL,0.043
CLEAR,GLASS,0.043
CLEAR,BLUR,0.036
CLEAR,WINDOW,0.036
CLEAR,BLUE,0.029
CLEAR,HAZE,0.021
CLEAR,VISION,0.021
CLEAR,VIVID,0.021
CLEAR,WHITE,0.021
CLEAR,DARK,0.014
CLEAR,DIRTY,0.014
CLEAR,MUDDY,0.014
CLEAR,OPAQUE,0.014
CLEAR,SMOOTH,0.014
CLEAR,TRANSLUCENT,0.014
CLEAR,UNCLEAR,0.014
CLENCH,FIST,0.264
CLENCH,GRASP,0.115
CLENCH,GRAB,0.101
CLENCH,HOLD,0.081
CLENCH,GRIP,0.068
CLENCH,HANDS,0.041
CLENCH,TEETH,0.041
CLENCH,TIGHTEN,0.027
CLENCH,ANGRY,0.014
CLENCH,BIND,0.014
CLENCH,TIGHT,0.014
CLENCH,WRENCH,0.014
CLERK,STORE,0.159
CLERK,SECRETARY,0.087
CLERK,TYPIST,0.056
CLERK,DESK,0.048
CLERK,SALE,0.041
CLERK,CASHIER,0.04
CLERK,FILE,0.04
CLERK,OFFICE,0.04
CLERK,REGISTER,0.04
CLERK,PERSON,0.032
CLERK,SALESPERSON,0.032
CLERK,COURT,0.024
CLERK,TELLER,0.024
CLERK,WORKER,0.024
CLERK,ATTENDANT,0.016
CLERK,BANK,0.016
CLERK,COUNTER,0.016
CLERK,HELP,0.016
CLERK,JERK,0.016
CLERK,RECEPTIONIST,0.016
CLERK,SALESMAN,0.016
CLEVER,SMART,0.615
CLEVER,WIT,0.049
CLEVER,TRICK,0.035
CLEVER,INTELLIGENT,0.028
CLEVER,WISE,0.028
CLEVER,FOX,0.021
CLEVER,SLY,0.021
CLEVER,DUMB,0.014
CLEVER,STUPID,0.014
CLICK,CLOCK,0.26
CLICK,NOISE,0.087
CLICK,REMOTE,0.073
CLICK,PEN,0.047
CLICK,TICK,0.04
CLICK,CLACK,0.033
CLICK,SOUND,0.033
CLICK,GUN,0.027
CLICK,MOUSE,0.027
CLICK,BANG,0.02
CLICK,LOCK,0.02
CLICK,PHONE,0.02
CLICK,SNAP,0.02
CLICK,TAP,0.02
CLICK,CLAP,0.013
CLICK,HIT,0.013
CLICK,KNOCK,0.013
CLICK,OFF,0.013
CLICK,ON,0.013
CLICK,PRESS,0.013
CLICK,PUSH,0.013
CLIFF,MOUNTAIN,0.194
CLIFF,HANGER,0.181
CLIFF,EDGE,0.104
CLIFF,FALL,0.09
CLIFF,DIVE,0.062
CLIFF,JUMP,0.062
CLIFF,LEDGE,0.042
CLIFF,HILL,0.035
CLIFF,DROP,0.028
CLIFF,HIGH,0.028
CLIFF,ROCK,0.028
CLIFF,DANGER,0.014
CLIMATE,WEATHER,0.381
CLIMATE,HOT,0.143
CLIMATE,WARM,0.079
CLIMATE,TEMPERATURE,0.071
CLIMATE,TROPICAL,0.04
CLIMATE,COLD,0.032
CLIMATE,HEAT,0.032
CLIMATE,CONTROL,0.024
CLIMATE,ATMOSPHERE,0.016
CLIMATE,COOL,0.016
CLIMATE,FLORIDA,0.016
CLIMATE,NICE,0.016
CLIMATE,RAIN,0.016
CLIMAX,ORGASM,0.155
CLIMAX,SEX,0.128
CLIMAX,PEAK,0.108
CLIMAX,HIGH,0.081
CLIMAX,HEIGHT,0.061
CLIMAX,END,0.041
CLIMAX,TOP,0.041
CLIMAX,MOVIE,0.034
CLIMAX,MAXIMUM,0.02
CLIMAX,PLOT,0.02
CLIMAX,STORY,0.02
CLIMAX,BOOK,0.014
CLIMAX,HOT,0.014
CLIMAX,INTENSE,0.014
CLIMAX,PINNACLE,0.014
CLIMAX,PLATEAU,0.014
CLIMAX,TEMPERATURE,0.014
CLIMB,MOUNTAIN,0.291
CLIMB,TREE,0.216
CLIMB,FALL,0.074
CLIMB,UP,0.061
CLIMB,LADDER,0.047
CLIMB,JUMP,0.041
CLIMB,ROCK,0.041
CLIMB,ASCEND,0.027
CLIMB,CRAWL,0.027
CLIMB,STAIR,0.027
CLIMB,HIKE,0.02
CLIMB,HILL,0.02
CLIMB,DESCEND,0.014
CLIMB,DOWN,0.014
CLIMB,RISE,0.014
CLIMBER,MOUNTAIN,0.603
CLIMBER,TREE,0.04
CLIMBER,UP,0.04
CLIMBER,HIKER,0.024
CLIMBER,ROCK,0.024
CLIMBER,HIGH,0.016
CLIMBER,PERSON,0.016
CLIMBER,SOCIAL,0.016
CLINIC,DOCTOR,0.3
CLINIC,SICK,0.12
CLINIC,HOSPITAL,0.1
CLINIC,HEALTH,0.087
CLINIC,NURSE,0.08
CLINIC,MEDICAL,0.033
CLINIC,MEDICINE,0.033
CLINIC,FREE,0.027
CLINIC,HELP,0.027
CLINIC,DRUG,0.02
CLINIC,ABORTION,0.013
CLINIC,AIDS,0.013
CLINIC,OFFICE,0.013
CLIPPERS,HAIR,0.221
CLIPPERS,SCISSORS,0.221
CLIPPERS,NAILS,0.128
CLIPPERS,CUT,0.107
CLIPPERS,HAIRCUT,0.054
CLIPPERS,HEDGE,0.04
CLIPPERS,GRASS,0.034
CLIPPERS,TOENAIL,0.034
CLIPPERS,LOS ANGELES,0.02
CLIPPERS,SHEARS,0.02
CLIPPERS,BUSH,0.013
CLIPPERS,PAPER,0.013
CLIPPERS,TRIM,0.013
CLOAK,DAGGER,0.441
CLOAK,COAT,0.118
CLOAK,CAPE,0.053
CLOAK,JACKET,0.02
CLOAK,WIZARD,0.02
CLOAK,BLACK,0.013
CLOAK,COVER,0.013
CLOAK,DARK,0.013
CLOAK,ROBE,0.013
CLOAK,SCARF,0.013
CLOAK,VAMPIRE,0.013
CLOCK,TIME,0.652
CLOCK,WATCH,0.085
CLOCK,ALARM,0.079
CLOCK,TICK,0.073
CLOCK,HANDS,0.036
CLOCK,WORK,0.03
CLOCK,RADIO,0.012
CLOCKWISE,COUNTER CLOCKWISE,0.44
CLOCKWISE,CLOCK,0.113
